service_name,service_impl_class,fosinit_registered,fosinit_files,published_name_evidence,runtime_service_list,service_context,service_context_source,service_context_line,shell_uid2000_find_denied,avc_tcontext,avc_source,avc_line,binder_inventory_auth_markers,binder_inventory_assessment,confidence
procstats,UNMAPPED,UNKNOWN,,,YES,u:object_r:procstats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,128,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
recovery,UNMAPPED,UNKNOWN,,,YES,u:object_r:recovery_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,132,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
restrictions,UNMAPPED,UNKNOWN,,,YES,u:object_r:restrictions_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,133,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
runtimepersistentservice,RuntimePersistentService,NO_OR_DELEGATED,,runtimepersistentservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:runtimepersistent_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,32,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,STRONG_EVIDENCE
scheduling_policy,UNMAPPED,UNKNOWN,,,YES,u:object_r:scheduling_policy_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,136,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
search,UNMAPPED,UNKNOWN,,,YES,u:object_r:search_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,137,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
sec_key_att_app_id_provider,UNMAPPED,UNKNOWN,,,YES,u:object_r:sec_key_att_app_id_provider_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,139,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
secure_element,UNMAPPED,UNKNOWN,,,YES,u:object_r:secure_element_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,138,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
sensorservice,UNMAPPED,UNKNOWN,,,YES,u:object_r:sensorservice_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,140,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
serial,UNMAPPED,UNKNOWN,,,YES,u:object_r:serial_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,141,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
servicediscovery,UNMAPPED,UNKNOWN,,,YES,u:object_r:servicediscovery_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,142,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
settings,UNMAPPED,UNKNOWN,,,YES,u:object_r:settings_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,143,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
shortcut,UNMAPPED,UNKNOWN,,,YES,u:object_r:shortcut_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,144,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
slice,UNMAPPED,UNKNOWN,,,YES,u:object_r:slice_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,149,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
soundtrigger,UNMAPPED,UNKNOWN,,,YES,u:object_r:voiceinteraction_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,152,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
stats,UNMAPPED,UNKNOWN,,,YES,u:object_r:stats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,150,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
statscompanion,UNMAPPED,UNKNOWN,,,YES,u:object_r:statscompanion_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,151,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
statusbar,UNMAPPED,UNKNOWN,,,YES,u:object_r:statusbar_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,153,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
storaged,UNMAPPED,UNKNOWN,,,YES,u:object_r:storaged_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,154,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
storaged_pri,UNMAPPED,UNKNOWN,,,YES,u:object_r:storaged_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,155,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
storagestats,UNMAPPED,UNKNOWN,,,YES,u:object_r:storagestats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,156,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
system_update,UNMAPPED,UNKNOWN,,,YES,u:object_r:system_update_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,158,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
telephony.registry,UNMAPPED,UNKNOWN,,,YES,u:object_r:registry_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,161,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
textclassification,UNMAPPED,UNKNOWN,,,YES,u:object_r:textclassification_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,162,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
textservices,UNMAPPED,UNKNOWN,,,YES,u:object_r:textservices_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,163,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
thermaleventmonitor,ThermalEventMonitor,NO_OR_DELEGATED,,thermaleventmonitor,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:thermaleventmonitor_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,36,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,STRONG_EVIDENCE
thermalservice,UNMAPPED,UNKNOWN,,,YES,u:object_r:thermal_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,165,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
trust,UNMAPPED,UNKNOWN,,,YES,u:object_r:trust_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,166,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
uimode,UNMAPPED,UNKNOWN,,,YES,u:object_r:uimode_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,168,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
updatelock,UNMAPPED,UNKNOWN,,,YES,u:object_r:updatelock_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,169,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
usagestats,UNMAPPED,UNKNOWN,,,YES,u:object_r:usagestats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,170,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
usb,UNMAPPED,UNKNOWN,,,YES,u:object_r:usb_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,171,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
user,UNMAPPED,UNKNOWN,,,YES,u:object_r:user_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,172,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
vibrator,UNMAPPED,UNKNOWN,,,YES,u:object_r:vibrator_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,173,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
voiceinteraction,UNMAPPED,UNKNOWN,,,YES,u:object_r:voiceinteraction_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,175,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
vold,UNMAPPED,UNKNOWN,,,YES,u:object_r:vold_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,176,YES,u:object_r:vold_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,77,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
vrmanager,UNMAPPED,UNKNOWN,,,YES,u:object_r:vr_manager_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,178,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
wallpaper,UNMAPPED,UNKNOWN,,,YES,u:object_r:wallpaper_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,179,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
webviewupdate,UNMAPPED,UNKNOWN,,,YES,u:object_r:webviewupdate_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,180,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
wifi,UNMAPPED,UNKNOWN,,,YES,u:object_r:wifi_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,183,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
wificond,UNMAPPED,UNKNOWN,,,YES,u:object_r:wificond_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,184,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
wifip2p,UNMAPPED,UNKNOWN,,,YES,u:object_r:wifip2p_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,181,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
wifiscanner,UNMAPPED,UNKNOWN,,,YES,u:object_r:wifiscanner_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,182,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
window,UNMAPPED,UNKNOWN,,,YES,u:object_r:window_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,187,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
